Fiscal Year,Fiscal Quarter,Fiscal Month,Email Program Name,Sent,Bounced,Delivered,Delivered%,Opens,Open Rate%,Clicks,CTR%,Link Clicks,Marketing Play,Play Num,Solution Area,Solution Area Num,Marketing Play Product,Product Num,Row#
FY21,FY21-Q4,5/1/2021 0:00,,"17,537","1,757","15,780",89.98%,"3,036",19.24%,362,2.29%,549,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1034
FY21,FY21-Q4,5/1/2021 0:00,,"2,386",67,"2,319",97.19%,516,22.25%,15,0.65%,22,Surface Broad Reach,25,Modern Work,6,Surface,11,495
FY21,FY21-Q4,5/1/2021 0:00,,"2,736",97,"2,639",96.45%,475,18.00%,13,0.49%,21,Surface Broad Reach,25,Modern Work,6,Surface,11,494
FY21,FY21-Q4,5/1/2021 0:00,,"3,597",172,"3,425",95.22%,869,25.37%,23,0.67%,51,Surface Broad Reach,25,Modern Work,6,Surface,11,493
FY21,FY21-Q4,5/1/2021 0:00,,"4,446",146,"4,300",96.72%,922,21.44%,32,0.74%,55,Surface Broad Reach,25,Modern Work,6,Surface,11,492
FY21,FY21-Q4,5/1/2021 0:00,,"1,243",39,"1,204",96.86%,257,21.35%,10,0.83%,14,Surface Broad Reach,25,Modern Work,6,Surface,11,491
FY21,FY21-Q4,5/1/2021 0:00,,"1,937",104,"1,833",94.63%,283,15.44%,10,0.55%,20,Surface Broad Reach,25,Modern Work,6,Surface,11,490
FY21,FY21-Q4,5/1/2021 0:00,,"2,070",63,"2,007",96.96%,416,20.73%,7,0.35%,7,Surface Broad Reach,25,Modern Work,6,Surface,11,489
FY21,FY21-Q4,5/1/2021 0:00,,"4,788",84,"4,704",98.25%,688,14.63%,15,0.32%,22,Surface Broad Reach,25,Modern Work,6,Surface,11,488
FY21,FY21-Q4,5/1/2021 0:00,,"1,499",68,"1,431",95.46%,284,19.85%,12,0.84%,22,Surface Broad Reach,25,Modern Work,6,Surface,11,487
FY21,FY21-Q4,5/1/2021 0:00,,"2,568",114,"2,454",95.56%,570,23.23%,5,0.20%,9,Surface Broad Reach,25,Modern Work,6,Surface,11,486
FY21,FY21-Q4,5/1/2021 0:00,,"50,617","1,552","49,065",96.93%,"8,779",17.89%,306,0.62%,438,Surface Broad Reach,25,Modern Work,6,Surface,11,485
FY21,FY21-Q4,5/1/2021 0:00,,"35,597","1,919","33,678",94.61%,"5,805",17.24%,189,0.56%,311,Surface Broad Reach,25,Modern Work,6,Surface,11,484
FY21,FY21-Q4,5/1/2021 0:00,,"2,510",124,"2,386",95.06%,369,15.47%,17,0.71%,26,Surface Broad Reach,25,Modern Work,6,Surface,11,483
FY21,FY21-Q4,5/1/2021 0:00,,913,48,865,94.74%,153,17.69%,3,0.35%,3,Surface Broad Reach,25,Modern Work,6,Surface,11,482
FY21,FY21-Q4,5/1/2021 0:00,,"10,044",333,"9,711",96.68%,"1,502",15.47%,69,0.71%,134,Refresh Your Devices,26,Modern Work,6,Surface,11,343
FY21,FY21-Q4,5/1/2021 0:00,,"34,099",666,"33,433",98.05%,"5,661",16.93%,230,0.69%,331,Refresh Your Devices,26,Modern Work,6,Surface,11,342
FY21,FY21-Q4,5/1/2021 0:00,,"46,197","1,273","44,924",97.24%,"7,635",17.00%,251,0.56%,323,Refresh Your Devices,26,Modern Work,6,Surface,11,341
FY21,FY21-Q4,5/1/2021 0:00,,"37,128",903,"36,225",97.57%,"6,532",18.03%,314,0.87%,438,Refresh Your Devices,26,Modern Work,6,Surface,11,340
FY21,FY21-Q4,5/1/2021 0:00,,"55,195","3,013","52,182",94.54%,"8,014",15.36%,426,0.82%,621,Refresh Your Devices,26,Modern Work,6,Surface,11,339
FY21,FY21-Q4,5/1/2021 0:00,,"35,145","1,637","33,508",95.34%,"6,655",19.86%,284,0.85%,330,Digital Transformation,16,Digital Transformation and Industry,4,Digital Transformation,8,267
FY21,FY21-Q4,5/1/2021 0:00,,"39,602","1,055","38,547",97.34%,"6,999",18.16%,308,0.80%,370,Digital Transformation,16,Digital Transformation and Industry,4,Digital Transformation,8,266
FY21,FY21-Q4,5/1/2021 0:00,,"13,093",51,"13,042",99.61%,"2,572",19.72%,156,1.20%,165,Education,6,Digital Transformation and Industry,4,Education,3,178
FY21,FY21-Q4,5/1/2021 0:00,,"18,442",642,"17,800",96.52%,"3,112",17.48%,258,1.45%,365,Build Zero Trust Foundations,17,Security,8,Security,5,72
FY21,FY21-Q4,5/1/2021 0:00,,"16,287",891,"15,396",94.53%,"2,590",16.82%,154,1.00%,257,Build Zero Trust Foundations,17,Security,8,Security,5,71
FY21,FY21-Q4,5/1/2021 0:00,,"17,988",813,"17,175",95.48%,"2,913",16.96%,231,1.34%,322,Build Zero Trust Foundations,17,Security,8,Security,5,70
FY21,FY21-Q4,4/1/2021 0:00,,319,6,313,98.12%,70,22.36%,,,0,Win with Analytics,2,Data and AI,2,Azure,1,5224
FY21,FY21-Q4,4/1/2021 0:00,,"9,241",191,"9,050",97.93%,"1,179",13.03%,79,0.87%,124,Win with Analytics,2,Data and AI,2,Azure,1,5223
FY21,FY21-Q4,4/1/2021 0:00,,"70,656",937,"69,719",98.67%,"12,568",18.03%,681,0.98%,938,Win with Analytics,2,Data and AI,2,Azure,1,5222
FY21,FY21-Q4,4/1/2021 0:00,,"57,780","1,479","56,301",97.44%,"8,336",14.81%,449,0.80%,605,Win with Analytics,2,Data and AI,2,Azure,1,5221
FY21,FY21-Q4,4/1/2021 0:00,,"4,708",98,"4,610",97.92%,583,12.65%,32,0.69%,68,Win with Analytics,2,Data and AI,2,Azure,1,5220
FY21,FY21-Q4,4/1/2021 0:00,,"20,434",623,"19,811",96.95%,"2,856",14.42%,86,0.43%,124,Win with Analytics,2,Data and AI,2,Azure,1,5219
FY21,FY21-Q4,4/1/2021 0:00,,"77,018","1,690","75,328",97.81%,"13,446",17.85%,748,0.99%,"1,056",Win with Analytics,2,Data and AI,2,Azure,1,5218
FY21,FY21-Q4,4/1/2021 0:00,,"56,490",584,"55,906",98.97%,"10,372",18.55%,938,1.68%,"1,396",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4739
FY21,FY21-Q4,4/1/2021 0:00,,"74,833",951,"73,882",98.73%,"14,314",19.37%,"1,819",2.46%,"2,642",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4738
FY21,FY21-Q4,4/1/2021 0:00,,"29,050",315,"28,735",98.92%,"6,000",20.88%,768,2.67%,"1,098",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4737
FY21,FY21-Q4,4/1/2021 0:00,,"20,058",271,"19,787",98.65%,"4,458",22.53%,244,1.23%,330,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4736
FY21,FY21-Q4,4/1/2021 0:00,,"27,269",490,"26,779",98.20%,"3,729",13.93%,222,0.83%,270,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4735
FY21,FY21-Q4,4/1/2021 0:00,,"12,827",464,"12,363",96.38%,"2,715",21.96%,410,3.32%,556,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4734
FY21,FY21-Q4,4/1/2021 0:00,,"20,169",364,"19,805",98.20%,"4,627",23.36%,173,0.87%,236,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4733
FY21,FY21-Q4,4/1/2021 0:00,,"31,895",300,"31,595",99.06%,"6,589",20.85%,219,0.69%,284,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4732
FY21,FY21-Q4,4/1/2021 0:00,,"18,227",293,"17,934",98.39%,"3,625",20.21%,166,0.93%,212,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4731
FY21,FY21-Q4,4/1/2021 0:00,,"33,038",628,"32,410",98.10%,"5,222",16.11%,280,0.86%,388,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4730
FY21,FY21-Q4,4/1/2021 0:00,,"74,277","2,284","71,993",96.93%,"11,157",15.50%,909,1.26%,"1,349",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4422
FY21,FY21-Q4,4/1/2021 0:00,,141,13,128,90.78%,12,9.38%,2,1.56%,4,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4420
FY21,FY21-Q4,4/1/2021 0:00,,560,23,537,95.89%,68,12.66%,3,0.56%,3,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4419
FY21,FY21-Q4,4/1/2021 0:00,,"37,474","1,034","36,440",97.24%,"5,925",16.26%,469,1.29%,757,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4418
FY21,FY21-Q4,4/1/2021 0:00,,"77,523","1,414","76,109",98.18%,"13,308",17.49%,899,1.18%,"1,223",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4417
FY21,FY21-Q4,4/1/2021 0:00,,"3,659",119,"3,540",96.75%,476,13.45%,44,1.24%,62,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4416
FY21,FY21-Q4,4/1/2021 0:00,,"21,432",150,"21,282",99.30%,"4,197",19.72%,214,1.01%,262,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4415
FY21,FY21-Q4,4/1/2021 0:00,,"62,241","2,025","60,216",96.75%,"9,600",15.94%,735,1.22%,"1,100",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4414
FY21,FY21-Q4,4/1/2021 0:00,,"14,890",491,"14,399",96.70%,"2,926",20.32%,113,0.78%,149,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4413
FY21,FY21-Q4,4/1/2021 0:00,,"6,283",80,"6,203",98.73%,791,12.75%,38,0.61%,75,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4412
FY21,FY21-Q4,4/1/2021 0:00,,"3,351",489,"2,862",85.41%,541,18.90%,37,1.29%,37,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4411
FY21,FY21-Q4,4/1/2021 0:00,,"33,772","1,143","32,629",96.62%,"5,692",17.44%,545,1.67%,835,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4039
FY21,FY21-Q4,4/1/2021 0:00,,"29,281","1,349","27,932",95.39%,"4,758",17.03%,130,0.47%,178,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4038
FY21,FY21-Q4,4/1/2021 0:00,,"48,662","1,823","46,839",96.25%,"7,578",16.18%,215,0.46%,271,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4037
FY21,FY21-Q4,4/1/2021 0:00,,"35,347","1,147","34,200",96.76%,"5,778",16.89%,129,0.38%,156,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4036
FY21,FY21-Q4,4/1/2021 0:00,,"23,274","1,137","22,137",95.11%,"3,563",16.10%,65,0.29%,80,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4035
FY21,FY21-Q4,4/1/2021 0:00,,"40,668",675,"39,993",98.34%,"8,054",20.14%,665,1.66%,913,Drive DevOps Adoption,29,Digital and Application Innovation,3,Azure,1,3575
FY21,FY21-Q4,4/1/2021 0:00,,"21,590",447,"21,143",97.93%,"4,573",21.63%,485,2.29%,638,Drive DevOps Adoption,29,Digital and Application Innovation,3,Azure,1,3574
FY21,FY21-Q4,4/1/2021 0:00,,"10,300",316,"9,984",96.93%,"2,069",20.72%,175,1.75%,224,Drive DevOps Adoption,29,Digital and Application Innovation,3,Azure,1,3573
FY21,FY21-Q4,4/1/2021 0:00,,"27,702","1,393","26,309",94.97%,"4,324",16.44%,245,0.93%,325,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3506
FY21,FY21-Q4,4/1/2021 0:00,,"7,258",115,"7,143",98.42%,"1,328",18.59%,62,0.87%,84,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3505
FY21,FY21-Q4,4/1/2021 0:00,,"27,379","1,098","26,281",95.99%,"4,429",16.85%,167,0.64%,250,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3504
FY21,FY21-Q4,4/1/2021 0:00,,"25,693",998,"24,695",96.12%,"3,574",14.47%,89,0.36%,134,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3503
FY21,FY21-Q4,4/1/2021 0:00,,"38,491","1,285","37,206",96.66%,"6,631",17.82%,445,1.20%,652,Employee Experience,7,Modern Work,6,Microsoft 365,4,3216
FY21,FY21-Q4,4/1/2021 0:00,,"9,013",248,"8,765",97.25%,"1,672",19.08%,105,1.20%,164,Employee Experience,7,Modern Work,6,Microsoft 365,4,3215
FY21,FY21-Q4,4/1/2021 0:00,,"4,671",136,"4,535",97.09%,858,18.92%,35,0.77%,71,Employee Experience,7,Modern Work,6,Microsoft 365,4,3214
FY21,FY21-Q4,4/1/2021 0:00,,"48,120","1,201","46,919",97.50%,"7,253",15.46%,549,1.17%,846,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3051
FY21,FY21-Q4,4/1/2021 0:00,,"62,747",857,"61,890",98.63%,"11,825",19.11%,932,1.51%,"1,389",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3050
FY21,FY21-Q4,4/1/2021 0:00,,"43,313",850,"42,463",98.04%,"7,538",17.75%,459,1.08%,579,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3049
FY21,FY21-Q4,4/1/2021 0:00,,"42,650",642,"42,008",98.49%,"7,509",17.88%,366,0.87%,467,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3048
FY21,FY21-Q4,4/1/2021 0:00,,"44,232",813,"43,419",98.16%,"7,959",18.33%,626,1.44%,"1,084",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3047
FY21,FY21-Q4,4/1/2021 0:00,,"53,669",978,"52,691",98.18%,"9,941",18.87%,559,1.06%,792,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2476
FY21,FY21-Q4,4/1/2021 0:00,,"40,253",708,"39,545",98.24%,"7,379",18.66%,418,1.06%,646,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2475
FY21,FY21-Q4,4/1/2021 0:00,,"34,075",426,"33,649",98.75%,"6,183",18.37%,272,0.81%,432,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2474
FY21,FY21-Q4,4/1/2021 0:00,,"47,402",959,"46,443",97.98%,"8,387",18.06%,465,1.00%,643,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2473
FY21,FY21-Q4,4/1/2021 0:00,,"11,164",118,"11,046",98.94%,"2,418",21.89%,279,2.53%,415,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2472
FY21,FY21-Q4,4/1/2021 0:00,,"9,723",156,"9,567",98.40%,"2,100",21.95%,191,2.00%,326,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2471
FY21,FY21-Q4,4/1/2021 0:00,,"10,043",92,"9,951",99.08%,"2,122",21.32%,161,1.62%,227,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2470
FY21,FY21-Q4,4/1/2021 0:00,,"8,768",493,"8,275",94.38%,"1,487",17.97%,70,0.85%,96,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2469
FY21,FY21-Q4,4/1/2021 0:00,,"12,466",136,"12,330",98.91%,"2,670",21.65%,282,2.29%,419,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2468
FY21,FY21-Q4,4/1/2021 0:00,,"34,007","1,043","32,964",96.93%,"5,674",17.21%,200,0.61%,292,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2467
FY21,FY21-Q4,4/1/2021 0:00,,"13,915",346,"13,569",97.51%,"2,861",21.08%,145,1.07%,177,ISV Recruit,33,Digital and Application Innovation,3,Azure,1,2012
FY21,FY21-Q4,4/1/2021 0:00,,"17,949",356,"17,593",98.02%,"3,121",17.74%,112,0.64%,143,ISV Recruit,33,Digital and Application Innovation,3,Azure,1,2011
FY21,FY21-Q4,4/1/2021 0:00,,"47,018","1,051","45,967",97.76%,"6,833",14.87%,297,0.65%,426,Migrate Windows and SQL Server,10,Infrastructure,5,Azure,1,1972
FY21,FY21-Q4,4/1/2021 0:00,,"7,660",248,"7,412",96.76%,"1,020",13.76%,64,0.86%,99,Migrate Windows and SQL Server,10,Infrastructure,5,Azure,1,1971
FY21,FY21-Q4,4/1/2021 0:00,,"48,142",873,"47,269",98.19%,"6,723",14.22%,230,0.49%,317,Migrate Windows and SQL Server,10,Infrastructure,5,Azure,1,1970
FY21,FY21-Q4,4/1/2021 0:00,,"1,400",77,"1,323",94.50%,182,13.76%,3,0.23%,3,Modernize NET and Java Apps,23,Digital and Application Innovation,3,Azure,1,1866
FY21,FY21-Q4,4/1/2021 0:00,,"4,808",128,"4,680",97.34%,577,12.33%,28,0.60%,32,Modernize NET and Java Apps,23,Digital and Application Innovation,3,Azure,1,1865
FY21,FY21-Q4,4/1/2021 0:00,,"56,682",769,"55,913",98.64%,"11,002",19.68%,413,0.74%,528,Modernize NET and Java Apps,23,Digital and Application Innovation,3,Azure,1,1864
FY21,FY21-Q4,4/1/2021 0:00,,"39,124",748,"38,376",98.09%,"7,496",19.53%,181,0.47%,233,Modernize NET and Java Apps,23,Digital and Application Innovation,3,Azure,1,1863
FY21,FY21-Q4,4/1/2021 0:00,,176,3,173,98.30%,63,36.42%,18,10.40%,20,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1683
FY21,FY21-Q4,4/1/2021 0:00,,"25,972","1,011","24,961",96.11%,"4,773",19.12%,548,2.20%,824,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1682
FY21,FY21-Q4,4/1/2021 0:00,,"4,768",115,"4,653",97.59%,"1,000",21.49%,170,3.65%,207,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1681
FY21,FY21-Q4,4/1/2021 0:00,,"2,473",10,"2,463",99.60%,649,26.35%,160,6.50%,233,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1680
FY21,FY21-Q4,4/1/2021 0:00,,"4,709",63,"4,646",98.66%,"1,126",24.24%,175,3.77%,259,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1679
FY21,FY21-Q4,4/1/2021 0:00,,"10,554",278,"10,276",97.37%,"1,716",16.70%,76,0.74%,113,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1678
FY21,FY21-Q4,4/1/2021 0:00,,"4,502",13,"4,489",99.71%,"1,043",23.23%,176,3.92%,237,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1677
FY21,FY21-Q4,4/1/2021 0:00,,"6,912",129,"6,783",98.13%,"1,141",16.82%,48,0.71%,84,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1676
FY21,FY21-Q4,4/1/2021 0:00,,"65,036","2,263","62,773",96.52%,"12,557",20.00%,"2,429",3.87%,"4,163",Modernize Security and Defend Against Threats,12,Security,8,Security,5,1675
FY21,FY21-Q4,4/1/2021 0:00,,"97,637","1,613","96,024",98.35%,"17,162",17.87%,"1,383",1.44%,"2,178",Modernize Security and Defend Against Threats,12,Security,8,Security,5,1674
FY21,FY21-Q4,4/1/2021 0:00,,"6,378",267,"6,111",95.81%,880,14.40%,72,1.18%,110,Modernize VDI to Azure Virtual Desktop,34,Infrastructure,5,Azure,1,1184
FY21,FY21-Q4,4/1/2021 0:00,,"30,139","1,395","28,744",95.37%,"6,349",22.09%,942,3.28%,"1,574",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1048
FY21,FY21-Q4,4/1/2021 0:00,,"30,434","1,288","29,146",95.77%,"6,255",21.46%,"1,005",3.45%,"1,452",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1047
FY21,FY21-Q4,4/1/2021 0:00,,"23,359",679,"22,680",97.09%,"4,954",21.84%,509,2.24%,750,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1046
FY21,FY21-Q4,4/1/2021 0:00,,"28,775","1,137","27,638",96.05%,"5,838",21.12%,634,2.29%,934,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1045
FY21,FY21-Q4,4/1/2021 0:00,,"15,187",963,"14,224",93.66%,"2,709",19.05%,300,2.11%,430,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1044
FY21,FY21-Q4,4/1/2021 0:00,,"23,451",907,"22,544",96.13%,"4,220",18.72%,475,2.11%,683,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1043
FY21,FY21-Q4,4/1/2021 0:00,,"23,266",821,"22,445",96.47%,"4,250",18.94%,479,2.13%,758,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1042
FY21,FY21-Q4,4/1/2021 0:00,,"18,061",852,"17,209",95.28%,"2,455",14.27%,111,0.65%,163,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1041
FY21,FY21-Q4,4/1/2021 0:00,,"1,857",34,"1,823",98.17%,395,21.67%,33,1.81%,47,Retail,14,Digital Transformation and Industry,4,Retail,7,619
FY21,FY21-Q4,4/1/2021 0:00,,"13,621",205,"13,416",98.49%,"3,141",23.41%,109,0.81%,145,Retail,14,Digital Transformation and Industry,4,Retail,7,618
FY21,FY21-Q4,4/1/2021 0:00,,"6,270",105,"6,165",98.33%,"1,043",16.92%,46,0.75%,75,Retail,14,Digital Transformation and Industry,4,Retail,7,617
FY21,FY21-Q4,4/1/2021 0:00,,"3,976",243,"3,733",93.89%,503,13.47%,18,0.48%,29,Retail,14,Digital Transformation and Industry,4,Retail,7,616
FY21,FY21-Q4,4/1/2021 0:00,,"15,487",140,"15,347",99.10%,"3,561",23.20%,103,0.67%,124,Retail,14,Digital Transformation and Industry,4,Retail,7,615
FY21,FY21-Q4,4/1/2021 0:00,,309,4,305,98.71%,80,26.23%,14,4.59%,16,Retail,14,Digital Transformation and Industry,4,Retail,7,614
FY21,FY21-Q4,4/1/2021 0:00,,"17,081",139,"16,942",99.19%,"4,451",26.27%,169,1.00%,211,Retail,14,Digital Transformation and Industry,4,Retail,7,613
FY21,FY21-Q4,4/1/2021 0:00,,272,31,241,88.60%,25,10.37%,4,1.66%,5,Retail,14,Digital Transformation and Industry,4,Retail,7,612
FY21,FY21-Q4,4/1/2021 0:00,,87,3,84,96.55%,9,10.71%,,,0,Retail,14,Digital Transformation and Industry,4,Retail,7,611
FY21,FY21-Q4,4/1/2021 0:00,,154,10,144,93.51%,24,16.67%,3,2.08%,3,Retail,14,Digital Transformation and Industry,4,Retail,7,610
FY21,FY21-Q4,4/1/2021 0:00,,148,1,147,99.32%,36,24.49%,1,0.68%,3,Digital Transformation,16,Digital Transformation and Industry,4,Digital Transformation,8,270
FY21,FY21-Q4,4/1/2021 0:00,,"49,302",777,"48,525",98.42%,"11,949",24.62%,448,0.92%,634,Digital Transformation,16,Digital Transformation and Industry,4,Digital Transformation,8,269
FY21,FY21-Q4,4/1/2021 0:00,,"49,890",577,"49,313",98.84%,"11,110",22.53%,229,0.46%,296,Digital Transformation,16,Digital Transformation and Industry,4,Digital Transformation,8,268
FY21,FY21-Q4,4/1/2021 0:00,,"3,643",88,"3,555",97.58%,871,24.50%,85,2.39%,108,Education,6,Digital Transformation and Industry,4,Education,3,179
FY21,FY21-Q4,4/1/2021 0:00,,"5,440",62,"5,378",98.86%,888,16.51%,40,0.74%,56,Build Zero Trust Foundations,17,Security,8,Security,5,76
FY21,FY21-Q4,4/1/2021 0:00,,"10,852",422,"10,430",96.11%,"1,724",16.53%,146,1.40%,218,Build Zero Trust Foundations,17,Security,8,Security,5,75
FY21,FY21-Q4,4/1/2021 0:00,,"8,432",245,"8,187",97.09%,"1,379",16.84%,58,0.71%,79,Build Zero Trust Foundations,17,Security,8,Security,5,74
FY21,FY21-Q4,4/1/2021 0:00,,"13,793",370,"13,423",97.32%,"2,131",15.88%,115,0.86%,184,Build Zero Trust Foundations,17,Security,8,Security,5,73
FY21,FY21-Q3,3/1/2021 0:00,,"5,950",238,"5,712",96.00%,750,13.13%,36,0.63%,46,Win with Analytics,2,Data and AI,2,Azure,1,5228
FY21,FY21-Q3,3/1/2021 0:00,,"10,760",152,"10,608",98.59%,"1,478",13.93%,110,1.04%,175,Win with Analytics,2,Data and AI,2,Azure,1,5227
FY21,FY21-Q3,3/1/2021 0:00,,"3,559",179,"3,380",94.97%,449,13.28%,35,1.04%,41,Win with Analytics,2,Data and AI,2,Azure,1,5226
FY21,FY21-Q3,3/1/2021 0:00,,"60,883","1,146","59,737",98.12%,"10,453",17.50%,652,1.09%,939,Win with Analytics,2,Data and AI,2,Azure,1,5225
FY21,FY21-Q3,3/1/2021 0:00,,"25,698",357,"25,341",98.61%,"4,213",16.63%,422,1.67%,730,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4740
FY21,FY21-Q3,3/1/2021 0:00,,"53,261",596,"52,665",98.88%,"9,438",17.92%,"1,220",2.32%,"2,068",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4426
FY21,FY21-Q3,3/1/2021 0:00,,"61,577",606,"60,971",99.02%,"12,634",20.72%,788,1.29%,"1,158",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4425
FY21,FY21-Q3,3/1/2021 0:00,,"38,976",651,"38,325",98.33%,"6,011",15.68%,567,1.48%,990,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4424
FY21,FY21-Q3,3/1/2021 0:00,,"67,202","2,457","64,745",96.34%,"11,951",18.46%,"1,255",1.94%,"2,182",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4423
FY21,FY21-Q3,3/1/2021 0:00,,"51,590","1,362","50,228",97.36%,"7,757",15.44%,669,1.33%,"1,043",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4421
FY21,FY21-Q3,3/1/2021 0:00,,"21,330",125,"21,205",99.41%,"4,011",18.92%,428,2.02%,783,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4049
FY21,FY21-Q3,3/1/2021 0:00,,"42,452",612,"41,840",98.56%,"7,817",18.68%,467,1.12%,732,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4048
FY21,FY21-Q3,3/1/2021 0:00,,"22,821",624,"22,197",97.27%,"3,597",16.20%,260,1.17%,476,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4047
FY21,FY21-Q3,3/1/2021 0:00,,"36,661",925,"35,736",97.48%,"6,546",18.32%,284,0.79%,395,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4046
FY21,FY21-Q3,3/1/2021 0:00,,"25,516","1,268","24,248",95.03%,"4,642",19.14%,163,0.67%,318,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4045
FY21,FY21-Q3,3/1/2021 0:00,,"20,709","1,074","19,635",94.81%,"3,138",15.98%,167,0.85%,226,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4044
FY21,FY21-Q3,3/1/2021 0:00,,"25,741",816,"24,925",96.83%,"4,207",16.88%,192,0.77%,239,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4043
FY21,FY21-Q3,3/1/2021 0:00,,"25,214",660,"24,554",97.38%,"4,202",17.11%,318,1.30%,466,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4042
FY21,FY21-Q3,3/1/2021 0:00,,"15,662",355,"15,307",97.73%,"2,730",17.83%,245,1.60%,394,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4041
FY21,FY21-Q3,3/1/2021 0:00,,"45,677","1,536","44,141",96.64%,"6,934",15.71%,256,0.58%,381,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4040
FY21,FY21-Q3,3/1/2021 0:00,,"28,457",463,"27,994",98.37%,"4,574",16.34%,137,0.49%,266,Enable Always-On Service,21,Business Applications,1,Dynamics 365,2,3773
FY21,FY21-Q3,3/1/2021 0:00,,"27,062","1,379","25,683",94.90%,"4,005",15.59%,129,0.50%,165,Enable Always-On Service,21,Business Applications,1,Dynamics 365,2,3772
